2001	1	2001-01-01	110.998
2001	2	2001-02-01	115.062
2001	3	2001-03-01	100.584
2001	4	2001-04-01	52.578
2001	5	2001-05-01	50.292
2001	6	2001-06-01	34.544
2001	7	2001-07-01	35.052
2001	8	2001-08-01	24.13
2001	9	2001-09-01	11.43
2001	10	2001-10-01	85.598
2001	11	2001-11-01	103.378
2001	12	2001-12-01	126.492
2002	1	2002-01-01	94.488
2002	2	2002-02-01	105.664
2002	3	2002-03-01	108.458
2002	4	2002-04-01	96.774
2002	5	2002-05-01	50.292
2002	6	2002-06-01	33.02
2002	7	2002-07-01	46.228
2002	8	2002-08-01	9.144
2002	9	2002-09-01	28.702
2002	10	2002-10-01	68.834
2002	11	2002-11-01	86.36
2002	12	2002-12-01	126.492
2003	1	2003-01-01	168.91
2003	2	2003-02-01	189.738
2003	3	2003-03-01	93.726
2003	4	2003-04-01	36.068
2003	5	2003-05-01	7.874
2003	6	2003-06-01	43.942
2003	7	2003-07-01	0
2003	8	2003-08-01	0
2003	9	2003-09-01	10.922
2003	10	2003-10-01	91.44
2003	11	2003-11-01	14.478
2003	12	2003-12-01	168.402
2004	1	2004-01-01	145.288
2004	2	2004-02-01	108.204
2004	3	2004-03-01	52.07
2004	4	2004-04-01	53.34
2004	5	2004-05-01	45.212
2004	6	2004-06-01	17.272
2004	7	2004-07-01	26.924
2004	8	2004-08-01	0
2004	9	2004-09-01	80.01
2004	10	2004-10-01	29.464
2004	11	2004-11-01	48.514
2004	12	2004-12-01	113.538
2005	1	2005-01-01	133.858
2005	2	2005-02-01	105.156
2005	3	2005-03-01	102.362
2005	4	2005-04-01	103.632
2005	5	2005-05-01	93.98
2005	6	2005-06-01	29.21
2005	7	2005-07-01	0
2005	8	2005-08-01	0
2005	9	2005-09-01	63.754
2005	10	2005-10-01	106.426
2005	11	2005-11-01	105.664
2005	12	2005-12-01	153.924
2006	1	2006-01-01	214.63
2006	2	2006-02-01	115.062
2006	3	2006-03-01	157.226
2006	4	2006-04-01	131.826
2006	5	2006-05-01	4.572
2006	6	2006-06-01	8.89
2006	7	2006-07-01	0
2006	8	2006-08-01	0
2006	9	2006-09-01	53.086
2006	10	2006-10-01	58.928
2006	11	2006-11-01	189.738
2006	12	2006-12-01	56.388
2007	1	2007-01-01	327.152
2007	2	2007-02-01	227.584
2007	3	2007-03-01	95.504
2007	4	2007-04-01	23.114
2007	5	2007-05-01	25.654
2007	6	2007-06-01	0
2007	7	2007-07-01	4.572
2007	8	2007-08-01	1.016
2007	9	2007-09-01	0
2007	10	2007-10-01	50.292
2007	11	2007-11-01	100.838
2007	12	2007-12-01	258.318
2008	1	2008-01-01	303.53
2008	2	2008-02-01	216.408
2008	3	2008-03-01	200.406
2008	4	2008-04-01	42.926
2008	5	2008-05-01	3.048
2008	6	2008-06-01	9.652
2008	7	2008-07-01	4.318
2008	8	2008-08-01	18.542
2008	9	2008-09-01	12.192
2008	10	2008-10-01	53.848
2008	11	2008-11-01	75.438
2008	12	2008-12-01	326.644
2009	1	2009-01-01	100.33
2009	2	2009-02-01	159.004
2009	3	2009-03-01	111.252
2009	4	2009-04-01	50.038
2009	5	2009-05-01	22.86
2009	6	2009-06-01	5.08
2009	7	2009-07-01	8.128
2009	8	2009-08-01	12.446
2009	9	2009-09-01	0
2009	10	2009-10-01	38.1
2009	11	2009-11-01	106.172
2009	12	2009-12-01	205.486
2010	1	2010-01-01	191.77
2010	2	2010-02-01	82.55
2010	3	2010-03-01	130.81
2010	4	2010-04-01	13.97
2010	5	2010-05-01	2.032
2010	6	2010-06-01	0
2010	7	2010-07-01	11.938
2010	8	2010-08-01	0
2010	9	2010-09-01	8.382
2010	10	2010-10-01	7.112
2010	11	2010-11-01	110.236
2010	12	2010-12-01	120.904
2011	1	2011-01-01	141.732
2011	2	2011-02-01	144.526
2011	3	2011-03-01	16.256
2011	4	2011-04-01	57.15
2011	5	2011-05-01	16.256
2011	6	2011-06-01	17.018
2011	7	2011-07-01	0
2011	8	2011-08-01	0
2011	9	2011-09-01	0
2011	10	2011-10-01	0
2011	11	2011-11-01	0
2011	12	2011-12-01	0
2012	1	2012-01-01	39.878
2012	2	2012-02-01	126.238
2012	3	2012-03-01	5.08
2012	4	2012-04-01	54.356
2012	5	2012-05-01	137.16
2012	6	2012-06-01	0
2012	7	2012-07-01	0
2012	8	2012-08-01	0
2012	9	2012-09-01	0
2012	10	2012-10-01	35.306
2012	11	2012-11-01	50.038
2012	12	2012-12-01	345.186
2013	1	2013-01-01	72.898
2013	2	2013-02-01	89.916
2013	3	2013-03-01	55.372
2013	4	2013-04-01	58.674
2013	5	2013-05-01	72.898
2013	6	2013-06-01	NA
2013	7	2013-07-01	NA
2013	8	2013-08-01	0
2013	9	2013-09-01	NA
2013	10	2013-10-01	NA
2013	11	2013-11-01	112.522
2013	12	2013-12-01	266.954
2014	1	2014-01-01	56.134
2014	2	2014-02-01	112.014
2014	3	2014-03-01	94.234
2014	4	2014-04-01	64.77
2014	5	2014-05-01	115.824
2014	6	2014-06-01	51.054
2014	7	2014-07-01	0
2014	8	2014-08-01	0
2014	9	2014-09-01	0
2014	10	2014-10-01	22.098
2014	11	2014-11-01	74.93
2014	12	2014-12-01	122.936
2015	1	2015-01-01	323.088
2015	2	2015-02-01	164.084
2015	3	2015-03-01	120.142
2015	4	2015-04-01	227.076
2015	5	2015-05-01	79.502
2015	6	2015-06-01	27.432
2015	7	2015-07-01	40.894
2015	8	2015-08-01	3.048
2015	9	2015-09-01	6.096
2015	10	2015-10-01	73.914
2015	11	2015-11-01	37.084
2015	12	2015-12-01	74.93
2016	1	2016-01-01	208.026
2016	2	2016-02-01	98.298
2016	3	2016-03-01	112.776
2016	4	2016-04-01	23.114
2016	5	2016-05-01	47.244
2016	6	2016-06-01	13.462
2016	7	2016-07-01	4.318
2016	8	2016-08-01	15.494
2016	9	2016-09-01	8.636
2016	10	2016-10-01	31.496
2016	11	2016-11-01	36.068
2016	12	2016-12-01	NA
2017	1	2017-01-01	151.892
2017	2	2017-02-01	69.596
2017	3	2017-03-01	176.276
2017	4	2017-04-01	59.436
2017	5	2017-05-01	47.498
2017	6	2017-06-01	7.366
2017	7	2017-07-01	23.876
2017	8	2017-08-01	NA
2017	9	2017-09-01	NA
2017	10	2017-10-01	NA
2017	11	2017-11-01	NA
2017	12	2017-12-01	NA
