1990	8	1990-08-01	9.144
1990	9	1990-09-01	0
1990	10	1990-10-01	25.908
1990	11	1990-11-01	44.704
1990	12	1990-12-01	62.738
1991	1	1991-01-01	143.002
1991	2	1991-02-01	66.802
1991	3	1991-03-01	107.696
1991	4	1991-04-01	17.526
1991	5	1991-05-01	0
1991	6	1991-06-01	17.018
1991	7	1991-07-01	1.524
1991	8	1991-08-01	1.524
1991	9	1991-09-01	4.572
1991	10	1991-10-01	17.78
1991	11	1991-11-01	24.384
1991	12	1991-12-01	39.624
1992	1	1992-01-01	105.156
1992	2	1992-02-01	16.764
1992	3	1992-03-01	3.556
1992	4	1992-04-01	17.272
1992	5	1992-05-01	0
1992	6	1992-06-01	0
1992	7	1992-07-01	4.572
1992	8	1992-08-01	NA
1992	9	1992-09-01	3.048
1992	10	1992-10-01	34.798
1992	11	1992-11-01	34.036
1992	12	1992-12-01	64.516
1993	1	1993-01-01	164.846
1993	2	1993-02-01	18.796
1993	3	1993-03-01	68.58
1993	4	1993-04-01	13.462
1993	5	1993-05-01	0
1993	6	1993-06-01	0
1993	7	1993-07-01	0
1993	8	1993-08-01	41.148
1993	9	1993-09-01	9.398
1993	10	1993-10-01	59.182
1993	11	1993-11-01	36.83
1993	12	1993-12-01	139.446
1994	1	1994-01-01	88.646
1994	2	1994-02-01	101.6
1994	3	1994-03-01	21.844
1994	4	1994-04-01	88.646
1994	5	1994-05-01	2.794
1994	6	1994-06-01	0
1994	7	1994-07-01	0
1994	8	1994-08-01	NA
1994	9	1994-09-01	0
1994	10	1994-10-01	0
1994	11	1994-11-01	9.906
1994	12	1994-12-01	11.684
1995	1	1995-01-01	90.678
1995	2	1995-02-01	NA
1995	3	1995-03-01	NA
1995	4	1995-04-01	NA
1995	5	1995-05-01	NA
1995	6	1995-06-01	NA
1995	7	1995-07-01	NA
1995	8	1995-08-01	NA
1995	9	1995-09-01	NA
1995	10	1995-10-01	NA
1995	11	1995-11-01	NA
1995	12	1995-12-01	NA
1996	1	1996-01-01	182.118
1996	2	1996-02-01	73.152
1996	3	1996-03-01	29.464
1996	4	1996-04-01	4.318
1996	5	1996-05-01	7.112
1996	6	1996-06-01	0
1996	7	1996-07-01	0
1996	8	1996-08-01	5.842
1996	9	1996-09-01	0
1996	10	1996-10-01	2.54
1996	11	1996-11-01	36.068
1996	12	1996-12-01	91.948
1997	1	1997-01-01	211.582
1997	2	1997-02-01	181.864
1997	3	1997-03-01	51.816
1997	4	1997-04-01	17.272
1997	5	1997-05-01	0
1997	6	1997-06-01	0
1997	7	1997-07-01	0
1997	8	1997-08-01	20.066
1997	9	1997-09-01	24.384
1997	10	1997-10-01	8.128
1997	11	1997-11-01	75.438
1997	12	1997-12-01	12.7
1998	1	1998-01-01	111.252
1998	2	1998-02-01	13.462
1998	3	1998-03-01	1.016
1998	4	1998-04-01	25.908
1998	5	1998-05-01	0
1998	6	1998-06-01	21.59
1998	7	1998-07-01	0
1998	8	1998-08-01	NA
1998	9	1998-09-01	NA
1998	10	1998-10-01	NA
1998	11	1998-11-01	NA
1998	12	1998-12-01	NA
1999	1	1999-01-01	72.644
1999	2	1999-02-01	110.998
1999	3	1999-03-01	49.022
1999	4	1999-04-01	0
1999	5	1999-05-01	0
1999	6	1999-06-01	0
1999	7	1999-07-01	0
1999	8	1999-08-01	0
1999	9	1999-09-01	18.034
1999	10	1999-10-01	34.29
1999	11	1999-11-01	0
1999	12	1999-12-01	7.366
2000	1	2000-01-01	220.472
2000	2	2000-02-01	113.538
2000	3	2000-03-01	94.996
2000	4	2000-04-01	0
2000	5	2000-05-01	0
2000	6	2000-06-01	0
2000	7	2000-07-01	0
2000	8	2000-08-01	0
2000	9	2000-09-01	0
2000	10	2000-10-01	35.814
2000	11	2000-11-01	0.762
2000	12	2000-12-01	107.442
2001	1	2001-01-01	230.124
2001	2	2001-02-01	216.408
2001	3	2001-03-01	68.58
2001	4	2001-04-01	5.08
2001	5	2001-05-01	0
2001	6	2001-06-01	0
2001	7	2001-07-01	0
2001	8	2001-08-01	6.096
2001	9	2001-09-01	0
2001	10	2001-10-01	6.604
2001	11	2001-11-01	16.002
2001	12	2001-12-01	41.148
2002	1	2002-01-01	65.278
2002	2	2002-02-01	142.748
2002	3	2002-03-01	83.82
2002	4	2002-04-01	41.402
2002	5	2002-05-01	19.304
2002	6	2002-06-01	12.446
2002	7	2002-07-01	12.7
2002	8	2002-08-01	0
2002	9	2002-09-01	0
2002	10	2002-10-01	15.494
2002	11	2002-11-01	32.004
2002	12	2002-12-01	41.148
2003	1	2003-01-01	45.974
2003	2	2003-02-01	102.108
2003	3	2003-03-01	72.39
2003	4	2003-04-01	12.7
2003	5	2003-05-01	25.4
2003	6	2003-06-01	0
2003	7	2003-07-01	1.524
2003	8	2003-08-01	3.556
2003	9	2003-09-01	0
2003	10	2003-10-01	0
2003	11	2003-11-01	0
2003	12	2003-12-01	100.33
2004	1	2004-01-01	180.594
2004	2	2004-02-01	132.842
2004	3	2004-03-01	57.404
2004	4	2004-04-01	0
2004	5	2004-05-01	0
2004	6	2004-06-01	0
2004	7	2004-07-01	36.83
2004	8	2004-08-01	41.91
2004	9	2004-09-01	0
2004	10	2004-10-01	0
2004	11	2004-11-01	7.874
2004	12	2004-12-01	30.988
2005	1	2005-01-01	83.312
2005	2	2005-02-01	56.134
2005	3	2005-03-01	13.716
2005	4	2005-04-01	0
2005	5	2005-05-01	0
2005	6	2005-06-01	0
2005	7	2005-07-01	0
2005	8	2005-08-01	0
2005	9	2005-09-01	10.16
2005	10	2005-10-01	3.302
2005	11	2005-11-01	38.1
2005	12	2005-12-01	133.858
2006	1	2006-01-01	265.176
2006	2	2006-02-01	93.726
2006	3	2006-03-01	100.838
2006	4	2006-04-01	3.556
2006	5	2006-05-01	0
2006	6	2006-06-01	0
2006	7	2006-07-01	0
2006	8	2006-08-01	0
2006	9	2006-09-01	0
2006	10	2006-10-01	7.62
2006	11	2006-11-01	61.468
2006	12	2006-12-01	62.738
2007	1	2007-01-01	91.44
2007	2	2007-02-01	76.708
2007	3	2007-03-01	114.046
2007	4	2007-04-01	0
2007	5	2007-05-01	0
2007	6	2007-06-01	0
2007	7	2007-07-01	0
2007	8	2007-08-01	0
2007	9	2007-09-01	0
2007	10	2007-10-01	19.304
2007	11	2007-11-01	53.848
2007	12	2007-12-01	57.658
2008	1	2008-01-01	176.022
2008	2	2008-02-01	48.514
2008	3	2008-03-01	49.022
2008	4	2008-04-01	0
2008	5	2008-05-01	0
2008	6	2008-06-01	0
2008	7	2008-07-01	0
2008	8	2008-08-01	0
2008	9	2008-09-01	0
2008	10	2008-10-01	0
2008	11	2008-11-01	0
2008	12	2008-12-01	94.742
2009	1	2009-01-01	46.482
2009	2	2009-02-01	82.55
2009	3	2009-03-01	104.14
2009	4	2009-04-01	NA
2009	5	2009-05-01	NA
2009	6	2009-06-01	0
2009	7	2009-07-01	0.762
2009	8	2009-08-01	0
2009	9	2009-09-01	NA
2009	10	2009-10-01	NA
2009	11	2009-11-01	NA
2009	12	2009-12-01	NA
2010	1	2010-01-01	NA
2010	2	2010-02-01	NA
2010	3	2010-03-01	26.162
2010	4	2010-04-01	117.348
2010	5	2010-05-01	4.572
2010	6	2010-06-01	40.894
2010	7	2010-07-01	0
2010	8	2010-08-01	3.048
2010	9	2010-09-01	2.032
2010	10	2010-10-01	24.13
2010	11	2010-11-01	1.016
2010	12	2010-12-01	117.094
2011	1	2011-01-01	77.978
2011	2	2011-02-01	155.702
2011	3	2011-03-01	107.188
2011	4	2011-04-01	5.08
2011	5	2011-05-01	3.048
2011	6	2011-06-01	0
2011	7	2011-07-01	4.064
2011	8	2011-08-01	0
2011	9	2011-09-01	2.032
2011	10	2011-10-01	0
2011	11	2011-11-01	6.096
2011	12	2011-12-01	99.314
2012	1	2012-01-01	79.248
2012	2	2012-02-01	193.04
2012	3	2012-03-01	113.792
2012	4	2012-04-01	39.116
2012	5	2012-05-01	0
2012	6	2012-06-01	0
2012	7	2012-07-01	0
2012	8	2012-08-01	0
2012	9	2012-09-01	2.032
2012	10	2012-10-01	9.144
2012	11	2012-11-01	11.938
2012	12	2012-12-01	84.074
2013	1	2013-01-01	110.744
2013	2	2013-02-01	137.668
2013	3	2013-03-01	29.718
2013	4	2013-04-01	6.604
2013	5	2013-05-01	22.098
2013	6	2013-06-01	13.97
2013	7	2013-07-01	0
2013	8	2013-08-01	24.13
2013	9	2013-09-01	0
2013	10	2013-10-01	39.116
2013	11	2013-11-01	2.032
2013	12	2013-12-01	142.748
2014	1	2014-01-01	NA
2014	2	2014-02-01	61.722
2014	3	2014-03-01	36.068
2014	4	2014-04-01	17.018
2014	5	2014-05-01	0
2014	6	2014-06-01	0
2014	7	2014-07-01	0
2014	8	2014-08-01	8.128
2014	9	2014-09-01	16.002
2014	10	2014-10-01	16.002
2014	11	2014-11-01	11.176
2014	12	2014-12-01	39.37
2015	1	2015-01-01	155.956
2015	2	2015-02-01	61.976
2015	3	2015-03-01	73.914
2015	4	2015-04-01	52.07
2015	5	2015-05-01	0
2015	6	2015-06-01	0
2015	7	2015-07-01	2.032
2015	8	2015-08-01	3.048
2015	9	2015-09-01	6.096
2015	10	2015-10-01	19.05
2015	11	2015-11-01	32.004
2015	12	2015-12-01	47.244
2016	1	2016-01-01	46.736
2016	2	2016-02-01	154.178
2016	3	2016-03-01	40.894
2016	4	2016-04-01	71.882
2016	5	2016-05-01	0
2016	6	2016-06-01	1.016
2016	7	2016-07-01	5.08
2016	8	2016-08-01	0
2016	9	2016-09-01	0
2016	10	2016-10-01	0
2016	11	2016-11-01	0
2016	12	2016-12-01	65.278
2017	1	2017-01-01	102.108
2017	2	2017-02-01	69.342
2017	3	2017-03-01	43.18
2017	4	2017-04-01	16.002
2017	5	2017-05-01	11.938
2017	6	2017-06-01	0
2017	7	2017-07-01	0
2017	8	2017-08-01	0
2017	9	2017-09-01	28.956
2017	10	2017-10-01	26.924
2017	11	2017-11-01	9.652
2017	12	2017-12-01	47.498
